channel_number,channel_id,stream_id,stream_name,stream_url,channel_group_id,timestamp,video_codec,audio_codec,interlaced_status,status,bitrate_kbps,fps,resolution,frames_decoded,frames_dropped,err_decode,err_discontinuity,err_timeout
402.0,49,49641,UK: Sky Sports Premier League,http://easyip.xyz/live/g38Stuew/j7jmCpJ/6862.ts,3440,2025-12-14T16:23:35.985336,h264,aac,PROGRESSIVE,OK,3215.6696,25.0,720x576,471.0,0.0,False,False,False
402.0,49,52332,UK| SKY SPORTS PREMIER LEAGUE HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191686.ts,3440,2025-12-14T16:23:37.138959,h264,eac3,PROGRESSIVE,OK,8890.408800000001,50.0,1920x1080,315.0,0.0,False,False,True
402.0,49,23060,NOW: SKY SPORTS PREMIER LEAGUE ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527636.ts,3440,2025-12-14T16:23:46.215893,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
402.0,49,52309,UK| SKY SPORTS PREMIER LEAGUE FHD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153693.ts,3440,2025-12-14T16:24:34.932993,h264,aac,PROGRESSIVE,OK,8063.2312,50.0,1920x1080,475.0,0.0,False,False,True
402.0,49,50395,UK| SKY SPORTS PREMIER LEAGUE 50 FPS,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401605125.ts,3440,2025-12-14T16:25:23.951978,h264,aac,PROGRESSIVE,OK,8144.0088,50.0,1920x1080,476.0,0.0,False,False,True
401.0,46,110567,|UK| SKY SPORTS MAIN EVENT ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/50271.ts,3440,2025-12-14T17:27:31.207433,hevc,eac3,PROGRESSIVE,OK,12677.250666666669,50.0,3840x2160,940.0,0.0,False,False,True
401.0,46,61971,|UK| Sky Sports Main Events ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/693879.ts,3440,2025-12-14T17:42:41.512312,hevc,aac,UNKNOWN,OK,N/A,25.0,1920x1080,N/A,N/A,False,False,False
401.0,46,109987,|UK| Sky Sports Main Events ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/693879.ts,3440,2025-12-14T17:42:41.512813,hevc,aac,UNKNOWN,OK,N/A,25.0,1920x1080,N/A,N/A,False,False,False
401.0,46,23332,VIP: SKY SPORTS MAIN EVENT ⁴ᵏ & ³⁸⁴⁰ᴾ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290248.ts,3440,2025-12-14T17:42:41.515470,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23373,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290207.ts,3440,2025-12-14T17:43:11.802787,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,62001,|UK| SKY SPORTS MAIN EVENT ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/138134.ts,3440,2025-12-14T17:43:12.243470,h264,aac,PROGRESSIVE,OK,6672.332533333333,25.0,1920x1080,1409.0,0.0,False,False,False
401.0,46,110017,|UK| SKY SPORTS MAIN EVENT ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/138134.ts,3440,2025-12-14T17:43:12.366240,h264,aac,PROGRESSIVE,OK,N/A,25.0,1920x1080,N/A,N/A,False,False,False
401.0,46,23286,VIP: SKY SPORTS MAIN EVENT ᴴᴰ ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290294.ts,3440,2025-12-14T17:43:42.199740,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,62551,|UK| SKY SPORTS MAIN EVENT ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/50271.ts,3440,2025-12-14T17:44:12.254570,hevc,eac3,PROGRESSIVE,OK,10396.875733333332,50.0,3840x2160,704.0,0.0,False,False,False
401.0,46,23320,VIP: SKY SPORTS MAIN EVENT SD ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290260.ts,3440,2025-12-14T17:44:12.505856,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,110570,|UK| SKY SPORTS MAIN EVENT ᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/10514.ts,3440,2025-12-14T17:44:24.819809,h264,aac,PROGRESSIVE,OK,6110.236266666666,25.0,1920x1080,1410.0,0.0,False,False,False
401.0,46,52331,UK| SKY SPORTS MAIN EVENTS [BK],http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401384748.ts,3440,2025-12-14T17:44:42.771959,h264,aac,PROGRESSIVE,OK,3544.0808,25.0,1280x720,1410.0,0.0,False,False,False
401.0,46,23360,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290220.ts,3440,2025-12-14T17:44:42.772039,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,62554,|UK| SKY SPORTS MAIN EVENT ᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/10514.ts,3440,2025-12-14T17:44:55.063313,h264,aac,PROGRESSIVE,OK,6251.2048,25.0,1920x1080,1410.0,0.0,False,False,False
401.0,46,23265,VIP: SKY SPORTS MAIN EVENT ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290315.ts,3440,2025-12-14T17:45:13.021471,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23339,VIP: SKY SPORTS MAIN EVENT ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290241.ts,3440,2025-12-14T17:45:43.301032,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,49639,UK: Sky Sports Main Event HD 50FPS,http://easyip.xyz/live/g38Stuew/j7jmCpJ/52328.ts,3440,2025-12-14T17:45:48.855641,h264,aac,PROGRESSIVE,OK,5826.804,50.0,1920x1080,1413.0,0.0,False,False,True
401.0,46,52330,UK| SKY SPORTS MAIN EVENTS HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191674.ts,3440,2025-12-14T17:45:48.855877,h264,aac,PROGRESSIVE,OK,3540.751733333333,25.0,1280x720,1409.0,0.0,False,False,False
401.0,46,23299,VIP: SKY SPORTS MAIN EVENT SD,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290281.ts,3440,2025-12-14T17:46:13.588993,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23442,UK: SKY SPORTS MAIN EVENTS ᵁᴴᴰ ³⁸⁴⁰ᴾ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/950402.ts,3440,2025-12-14T17:46:43.906666,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,52308,UK| SKY SPORTS MAIN EVENTS FHD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401793687.ts,3440,2025-12-14T17:47:00.308201,h264,aac,PROGRESSIVE,OK,6932.711466666667,50.0,1920x1080,1409.0,0.0,False,False,True
401.0,46,49638,UK: Sky Sports Main Event HD,http://easyip.xyz/live/g38Stuew/j7jmCpJ/9701.ts,3440,2025-12-14T17:47:07.225871,h264,aac,PROGRESSIVE,OK,5916.828533333333,25.0,1920x1080,1409.0,0.0,False,False,False
401.0,46,23507,UK: SKY SPORTS MAIN EVENTS HEVC 4K,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/621634.ts,3440,2025-12-14T17:47:14.234378,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23453,UK: SKY SPORTS MAIN EVENT ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/588046.ts,3440,2025-12-14T17:47:44.561793,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23428,UK: SKY SPORTS MAIN EVENT SD,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/588027.ts,3440,2025-12-14T17:48:14.902153,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,63038,NOW| SKY SPORTS MAIN EVENT,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/1236218.ts,3440,2025-12-14T17:48:20.287397,h264,eac3,PROGRESSIVE,OK,9101.5336,50.0,1920x1080,940.0,0.0,False,False,False
401.0,46,50394,UK| SKY SPORTS MAIN EVENTS 50 FPS,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401605126.ts,3440,2025-12-14T17:48:20.287967,h264,aac,PROGRESSIVE,OK,5658.709066666666,50.0,1920x1080,1414.0,0.0,False,False,True
401.0,46,110981,NOW| SKY SPORTS MAIN EVENT,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/1236218.ts,3440,2025-12-14T17:48:28.585658,h264,eac3,PROGRESSIVE,OK,8331.1216,50.0,1920x1080,941.0,0.0,False,False,True
401.0,46,49637,UK: Sky Sports Main Event,http://easyip.xyz/live/g38Stuew/j7jmCpJ/6870.ts,3440,2025-12-14T17:48:28.585793,h264,aac,PROGRESSIVE,OK,2004.8114666666663,25.0,720x576,1410.0,0.0,False,False,False
401.0,46,23093,NOW: SKY SPORTS MAIN EVENT ᵁᴴᴰ ³⁸⁴⁰ᴾ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527598.ts,3440,2025-12-14T17:48:45.130106,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23057,NOW: SKY SPORTS MAIN EVENT ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527639.ts,3440,2025-12-14T17:49:15.419264,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23484,UK: SKY SPORTS MAIN EVENTS HEVC HD,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/621656.ts,3440,2025-12-14T17:49:45.657067,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,52347,UK| SKY SPORTS MAIN EVENT SD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153692.ts,3440,2025-12-14T17:49:48.452917,h264,aac,PROGRESSIVE,OK,1918.788,25.0,720x576,1409.0,0.0,False,False,False
401.0,46,23393,UK: SKY SPORTS MAIN EVENTS ᴴᴰ ◉,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/588072.ts,3440,2025-12-14T17:50:15.981510,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
401.0,46,23058,NOW: SKY SPORTS MAIN EVENT ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527638.ts,3440,2025-12-14T17:50:46.240016,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,62563,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/50276.ts,3440,2025-12-14T18:34:15.290055,h264,aac,PROGRESSIVE,OK,6672.332533333333,25.0,1920x1080,1410.0,0.0,False,False,False
406.0,43,110578,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/303265.ts,3440,2025-12-14T18:34:15.290440,h264,aac,UNKNOWN,OK,N/A,50.0,1920x1080,N/A,N/A,False,False,False
406.0,43,23333,VIP: SKY SPORTS F1 ⁴ᵏ & ³⁸⁴⁰ᴾ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290247.ts,3440,2025-12-14T18:34:47.116856,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,110579,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/50276.ts,3440,2025-12-14T18:34:47.116982,h264,aac,PROGRESSIVE,OK,5036.004266666667,25.0,1920x1080,1067.0,0.0,False,False,False
406.0,43,23381,VIP: SKY SPORTS F1 ᴿᴬᵂ ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290199.ts,3440,2025-12-14T18:35:17.579792,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,62562,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/303265.ts,3440,2025-12-14T18:35:37.292853,h264,aac,PROGRESSIVE,OK,7511.193333333333,50.0,1920x1080,1414.0,0.0,False,False,True
406.0,43,23345,VIP: SKY SPORTS F1 ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290235.ts,3440,2025-12-14T18:35:48.132794,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,110025,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/138141.ts,3440,2025-12-14T18:35:56.623233,h264,aac,PROGRESSIVE,OK,5577.358933333334,25.0,1920x1080,1326.0,0.0,False,False,False
406.0,43,23273,VIP: SKY SPORTS F1 ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290307.ts,3440,2025-12-14T18:36:18.494981,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,23329,VIP: SKY SPORTS F1 SD ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290251.ts,3440,2025-12-14T18:36:48.808091,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,62009,|UK| SKY SPORTS F1 ᵁᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/138141.ts,3440,2025-12-14T18:36:56.770188,h264,aac,PROGRESSIVE,OK,5682.535466666667,25.0,1920x1080,1215.0,0.0,False,False,False
406.0,43,52345,UK| SKY SPORTS F1 [BK],http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401384750.ts,3440,2025-12-14T18:37:10.824707,hevc,eac3,PROGRESSIVE,OK,12420.766666666666,50.0,3840x2160,940.0,0.0,False,False,True
406.0,43,110582,|UK| SKY SPORTS F1 ᴴᴰ,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/10525.ts,3440,2025-12-14T18:37:10.824827,hevc,aac,PROGRESSIVE,OK,1936.2642666666663,25.0,1280x720,1410.0,0.0,False,False,False
406.0,43,23368,VIP: SKY SPORTS F1 ᴿᴬᵂ ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290212.ts,3440,2025-12-14T18:37:19.167920,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,23294,VIP: SKY SPORTS F1 ᴴᴰ ʰᵉᵛᶜ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290286.ts,3440,2025-12-14T18:37:49.410045,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,62566,|UK| SKY SPORTS F1 ᴴᴰ,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/10525.ts,3440,2025-12-14T18:38:01.603583,hevc,aac,PROGRESSIVE,OK,1490.068266666667,25.0,1280x720,1199.0,0.0,False,False,False
406.0,43,23308,VIP: SKY SPORTS F1 SD,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1290272.ts,3440,2025-12-14T18:38:19.639139,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,52356,UK| SKY SPORTS F1 SD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153702.ts,3440,2025-12-14T18:38:42.330639,h264,aac,PROGRESSIVE,OK,1848.8829333333333,25.0,720x576,1410.0,0.0,False,False,False
406.0,43,110978,NOW| SKY SPORTS F1,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/1236225.ts,3440,2025-12-14T18:38:50.027530,h264,eac3,PROGRESSIVE,OK,7859.063466666667,50.0,1920x1080,894.0,0.0,False,False,True
406.0,43,23096,NOW: SKY SPORTS F1 ᵁᴴᴰ ³⁸⁴⁰ᴾ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527595.ts,3440,2025-12-14T18:39:11.445307,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,63035,NOW| SKY SPORTS F1,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/1236225.ts,3440,2025-12-14T18:39:11.445439,h264,eac3,PROGRESSIVE,OK,8717.055733333333,50.0,1920x1080,941.0,0.0,False,False,True
406.0,43,23063,NOW: SKY SPORTS F1 ᴿᴬᵂ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527633.ts,3440,2025-12-14T18:39:41.758090,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,52325,UK| SKY SPORTS F1 HEVC,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/433205.ts,3440,2025-12-14T18:39:50.154232,h264,aac,PROGRESSIVE,OK,7332.0672,25.0,1920x1080,1409.0,0.0,False,False,False
406.0,43,23064,NOW: SKY SPORTS F1 ᴴᴰ,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/1527632.ts,3440,2025-12-14T18:40:11.997079,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
406.0,43,52344,UK| SKY SPORTS F1 HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153701.ts,3440,2025-12-14T18:41:09.422728,h264,aac,PROGRESSIVE,OK,2932.4114666666665,25.0,1280x720,1409.0,0.0,False,False,False
406.0,43,52319,UK| SKY SPORTS F1 FHD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191464.ts,3440,2025-12-14T18:42:25.527296,h264,aac,PROGRESSIVE,OK,7004.3816,25.0,1920x1080,1409.0,0.0,False,False,False
406.0,43,50403,UK| SKY SPORTS F1 50 FPS,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/401605117.ts,3440,2025-12-14T18:43:58.350541,h264,aac,PROGRESSIVE,OK,7871.2096,50.0,1920x1080,1414.0,0.0,False,False,True
28.0,31,52198,UK| 5STAR + 1 HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153681.ts,835,2025-12-14T20:00:51.412336,mpeg2video,mp2,PROGRESSIVE,OK,1953.740533333333,25.0,704x576,1252.0,0.0,False,False,False
28.0,31,110874,|UK|  5STAR,http://130980947578.d4ktv.info/live/v3w0cvpz3k/6s9is7pm0i/77389.ts,835,2025-12-14T20:03:51.268668,mpeg2video,mp2,UNKNOWN,OK,N/A,25.0,704x576,N/A,N/A,False,False,False
28.0,31,62858,|UK|  5STAR,http://125280576791.d4ktv.info/live/z23etr5537/pb6l2eyhpe/77389.ts,835,2025-12-14T20:03:51.269122,mpeg2video,mp2,UNKNOWN,OK,N/A,25.0,704x576,N/A,N/A,False,False,False
28.0,31,52250,UK| 5STAR SD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/191679.ts,835,2025-12-14T20:03:51.269630,mpeg2video,mp2,PROGRESSIVE,OK,2438.462666666667,25.0,704x576,1251.0,0.0,False,False,False
28.0,31,49501,UK: 5Star,http://easyip.xyz/live/g38Stuew/j7jmCpJ/7023.ts,835,2025-12-14T20:03:51.271294,mpeg2video,mp2,PROGRESSIVE,OK,2038.7357333333332,25.0,704x576,1252.0,0.0,False,False,False
28.0,31,21930,UK: 5 STAR ◉,http://cf.business-cdn.me/live/4a17e36d6d/96a721805e/162291.ts,835,2025-12-14T20:03:51.271949,N/A,N/A,UNKNOWN,OK,N/A,N/A,N/A,N/A,N/A,False,False,False
28.0,31,52197,UK| 5STAR HD,http://mzzxzgtd.mexamo.xyz/live/7PGRPWPV/2FEKK9KD/153640.ts,835,2025-12-14T20:05:02.006131,mpeg2video,mp2,INTERLACED,OK,2355.6946666666668,25.0,704x576,1251.0,0.0,False,False,False
